"","tp_tid","ra_tid","taibnet_namecode","uuid","rank","class","class_c","order","order_c","family","family_c","genus","genus_c","name","name_c","is_endemic","is_alien","is_protected"
"120",380151,380151,380151,"d90a0e93-be79-4ab1-ab3b-94f269b5ed5d","species","Aves","鳥綱","Charadriiformes","?形目","Charadriidae","?科","Vanellus","麥雞屬","Vanellus vanellus","小辮?","","",""
"121",380153,380153,380153,"29c72080-8d02-4c07-bda6-dddb6d6218b4","species","Aves","鳥綱","Ciconiiformes","鸛形目","Ciconiidae","鸛科","Ciconia","鸛屬","Ciconia nigra","黑鸛","","","Y"
"122",380154,380154,380154,"6293bed8-0c93-4ee2-acab-67c6e6381bdd","infraspecies","Aves","鳥綱","Falconiformes","隼形目","Falconidae","隼科","Falco","隼屬","Falco columbarius insignis","灰背隼(普通亞種)","","",""
"123",380155,380155,380155,"4803633b-b356-4c03-b51c-ace12ce134a5","infraspecies","Aves","鳥綱","Falconiformes","隼形目","Falconidae","隼科","Falco","隼屬","Falco peregrinus calidus","遊隼(花梨隼)","","","Y"
"124",380156,380156,380156,"0c290888-4fce-4fb2-9328-a0d55f7f525b","infraspecies","Aves","鳥綱","Falconiformes","隼形目","Falconidae","隼科","Falco","隼屬","Falco subbuteo subbuteo","燕隼(指名亞種)","","","Y"
"125",380157,380157,380157,"09cc20c4-5f37-4d4e-a770-472d2feab64f","infraspecies","Aves","鳥綱","Falconiformes","隼形目","Falconidae","隼科","Falco","隼屬","Falco tinnunculus tinnunculus","紅隼(指名亞種)","","","Y"
"126",380159,380159,380159,"a6f01440-6d47-42be-bf49-2c6f75cd0233","infraspecies","Aves","鳥綱","Suliformes","鰹鳥目","Fregatidae","軍艦鳥科","Fregata","軍艦鳥屬","Fregata minor minor","軍艦鳥","","",""
"127",380162,380162,380162,"76f2ea3c-b88e-47ad-9f6c-63ee9c65405f","species","Aves","鳥綱","Charadriiformes","?形目","Glareolidae","燕?科","Glareola","燕?屬","Glareola maldivarum","燕?","","","Y"
"128",380163,380163,380163,"3ee45f50-97fe-4a84-b1a5-2e6d4d72c041","species","Aves","鳥綱","Charadriiformes","?形目","Jacanidae","水雉科","Hydrophasianus","水雉屬","Hydrophasianus chirurgus","水雉","","","Y"
"129",380164,380164,380164,"0ff80a8a-cff7-4c96-92c4-3e890b28b7c7","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Anous","玄燕鷗屬","Anous stolidus pileatus","玄燕鷗","","","Y"
"130",380167,380167,380167,"a05f3652-1367-4af0-be59-d489142ddd2f","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Chlidonias","浮鷗屬","Chlidonias leucopterus","白翅黑燕鷗","","",""
"131",380168,380168,380168,"380420b6-e1fe-4762-a8fb-5678db4742f9","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Chlidonias","浮鷗屬","Chlidonias niger niger","黑浮鷗","","",""
"132",380169,380169,380169,"0514714c-df1d-4a4f-9791-2261e5b65a57","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Larus","鷗屬","Larus argentatus vegae","織女銀鷗","","",""
"133",380170,380170,380170,"17075073-6b54-43d7-9bed-4366ef02d2db","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Larus","鷗屬","Larus canus kamtschatschensis","海鷗(堪察加亞種)","","",""
"134",380171,380171,380171,"cc21f98e-2adc-4a6a-89b0-0ea32f64e734","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Larus","鷗屬","Larus crassirostris","黑尾鷗","","",""
"135",380172,380172,380172,"f16f2686-740f-4124-a3e0-56ff585fb720","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Larus","鷗屬","Larus hyperboreus hyperboreus","北極鷗","","",""
"136",380175,380175,380175,"6eb60e12-de87-4c28-b8b8-58b4bc92352e","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Larus","鷗屬","Larus schistisagus","灰背鷗","","",""
"137",380176,380176,380176,"e566274e-4dce-485b-a51c-9c53a4488794","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Rissa","三趾鷗屬","Rissa tridactyla","三趾鷗","","",""
"138",380177,380177,380177,"80444c22-ff9d-4a34-a73d-b1906198abfe","species","Aves","鳥綱","Charadriiformes","?形目","Stercorariidae","賊鷗科","Stercorarius","賊鷗屬","Stercorarius parasiticus","短尾賊鷗","","",""
"139",380182,380182,380182,"1db755b9-2339-4744-a2c7-ef3019f77592","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Sterna","燕鷗屬","Sterna dougallii bangsi","紅燕鷗","","","Y"
"140",380184,380184,380184,"598c1cc9-dd96-48c4-bb9d-eb13b0346b1d","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Sterna","燕鷗屬","Sterna hirundo longipennis","燕鷗(東北亞種)","","",""
"141",380186,380186,380186,"1db8ec83-1bef-462d-88cd-204ed3de3447","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Sterna","燕鷗屬","Sterna sumatrana sumatrana","蒼燕鷗","","","Y"
"142",380188,380188,380188,"aef79acf-2172-4f1b-bcf0-f89039067f8e","species","Aves","鳥綱","Charadriiformes","?形目","Alcidae","海雀科","Synthliboramphus","扁嘴海雀屬","Synthliboramphus wumizusume","冠海雀","","",""
"143",380190,380190,380190,"7efc3111-5c5d-4c9a-b4d7-83e64de4a30b","infraspecies","Aves","鳥綱","Phaethontiformes","鸏形目","Phaethontidae","熱帶鳥科","Phaethon","熱帶鳥屬","Phaethon lepturus dorotheae","白尾熱帶鳥","","",""
"144",380191,380191,380191,"0d9502b7-ee67-4f6b-ad03-c462604ae773","infraspecies","Aves","鳥綱","Phaethontiformes","鸏形目","Phaethontidae","熱帶鳥科","Phaethon","熱帶鳥屬","Phaethon rubricauda melanorhynchos","紅尾熱帶鳥","","",""
"145",380192,380192,380192,"f7e9da0c-5cce-4ba7-9a59-a3325cff860d","species","Aves","鳥綱","Suliformes","鰹鳥目","Phalacrocoracidae","鸕?科","Phalacrocorax","鸕?屬","Phalacrocorax capillatus","丹氏鸕?","","",""
"146",380193,380193,380193,"6daa77e3-6e67-44ce-902b-05e6fec79b82","infraspecies","Aves","鳥綱","Suliformes","鰹鳥目","Phalacrocoracidae","鸕?科","Phalacrocorax","鸕?屬","Phalacrocorax carbo sinensis","鸕?","","",""
"147",380194,380194,380194,"2bc8c8fc-efc9-42b5-b5ce-a7cdab463423","infraspecies","Aves","鳥綱","Suliformes","鰹鳥目","Phalacrocoracidae","鸕?科","Phalacrocorax","鸕?屬","Phalacrocorax pelagicus pelagicus","海鸕?","","",""
"148",380195,380195,380195,"2d70d761-6b25-49b0-8039-719a68adbc28","infraspecies","Aves","鳥綱","Podicipediformes","?形目","Podicipedidae","??科","Podiceps","??屬","Podiceps auritus auritus","角??","","",""
"149",380196,380196,380196,"2b67e0b4-6bec-46c8-9d71-3ba5fe177e59","infraspecies","Aves","鳥綱","Podicipediformes","?形目","Podicipedidae","??科","Podiceps","??屬","Podiceps cristatus cristatus","冠??","","",""
"150",380197,380197,380197,"98d20817-9a64-49f3-9e07-c702da74ae5c","infraspecies","Aves","鳥綱","Podicipediformes","?形目","Podicipedidae","??科","Podiceps","??屬","Podiceps nigricollis nigricollis","黑頸??","","",""
"151",380199,380199,380199,"924ffd26-5810-4121-978a-f53f296075b3","species","Aves","鳥綱","Procellariiformes","?形目","Procellariidae","?科","Bulweria","燕?屬","Bulweria bulwerii","穴鳥","","",""
"152",380200,380200,380200,"b938af4a-88e3-40a9-ba72-52455dfd5b45","species","Aves","鳥綱","Procellariiformes","?形目","Procellariidae","?科","Calonectris","麗?屬","Calonectris leucomelas","大水薙鳥","","",""
"153",380203,380203,380203,"92cf552d-708b-45c4-833a-499e8b4732a1","species","Aves","鳥綱","Procellariiformes","?形目","Hydrobatidae","海燕科","Oceanodroma","叉尾海燕屬","Oceanodroma monorhis","黑叉尾海燕","","",""
"154",380204,380204,380204,"f2fceb38-80d0-4a26-bf64-24cc3b507bc1","species","Aves","鳥綱","Procellariiformes","?形目","Procellariidae","?科","Pterodroma","圓尾?屬","Pterodroma hypoleuca","白腹穴鳥","","",""
"155",380211,380211,380211,"a71fad2a-1d85-42b3-8928-4d34884c0f01","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Arenaria","翻石鷸屬","Arenaria interpres interpres","翻石鷸","","",""
"156",380212,380212,380212,"aa3a11ed-f656-49b4-be79-7c005ba8ba23","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","Calidris acuminata","尖尾濱鷸","","",""
"157",380213,380213,380213,"71d770c9-fc1d-47ad-9313-e4d8ba93495a","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","Calidris alba alba","三趾濱鷸","","",""
"158",380216,380216,380216,"443cf8e3-03e0-4af5-8b68-491e79b7d5b2","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","Calidris ferruginea","彎嘴濱鷸","","",""
"159",380217,380217,380217,"f25be8b6-a6f9-438a-b735-9fd8ec185509","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","Calidris mauri","西濱鷸","","",""
"160",380218,380218,380218,"c1af8b7e-2e02-46e1-8bd1-bfc1ff9e129e","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","Calidris minuta","小濱鷸","","",""
"161",380219,380219,380219,"d6d34aa8-6583-4f69-832b-153ef87b9058","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","Calidris ruficollis","紅胸濱鷸","","",""
"162",380220,380220,380220,"fc51e2f2-9da1-4fae-b1d1-557839b57da2","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","Calidris subminuta","長趾濱鷸","","",""
"163",380221,380221,380221,"8f2d01e3-4ecc-425b-8afb-fbc9daf982d2","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","Calidris temminckii","丹氏濱鷸","","",""
"164",380222,380222,380222,"24b2424d-112c-4e12-8ee4-62d827a64693","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","Calidris tenuirostris","大濱鷸","","",""
"165",380224,380224,380224,"652f825e-fe39-4d90-90a3-40f0d507e7b2","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Gallinago","田鷸屬","Gallinago gallinago gallinago","田鷸","","",""
"166",380225,380225,380225,"99137504-52a5-4a74-a698-d88031d37ad2","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Gallinago","田鷸屬","Gallinago hardwickii","大地鷸","","","Y"
"167",380226,380226,380226,"844ae2a3-9d36-4a4c-8789-b5064c76b06b","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Gallinago","田鷸屬","Gallinago megala","中地鷸","","",""
"168",380227,380227,380227,"541578e4-d849-409d-bb5c-70446ee2685f","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Gallinago","田鷸屬","Gallinago stenura","針尾鷸","","",""
"169",380229,380229,380229,"cd167c34-7d76-47fa-b6dc-6dbe87ea59f8","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Limnodromus","半蹼鷸屬","Limnodromus scolopaceus","長嘴半蹼鷸","","",""
"170",380230,380230,380230,"7ed678a8-0a45-462f-a17f-7e33832907be","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Limnodromus","半蹼鷸屬","Limnodromus semipalmatus","半蹼鷸","","","Y"
"171",380231,380231,380231,"82dcdb31-782c-4dc4-a926-9c53011a355e","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Limosa","塍鷸屬","Limosa lapponica baueri","斑尾鷸(東部亞種)","","",""
"172",380232,380232,380232,"27ef84d3-276c-4db8-ad62-e2875294e863","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Limosa","塍鷸屬","Limosa limosa melanuroides","黑尾鷸","","",""
"173",380233,380233,380233,"63b6c44a-3491-49ca-9f36-8605c7378d4b","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Lymnocryptes","姬鷸屬","Lymnocryptes minimus","小鷸","","",""
"174",380235,380235,380235,"3e9c051c-f9ba-4590-a1a5-7e3cd6982153","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Numenius","杓鷸屬","Numenius arquata orientalis","大杓鷸","","","Y"
"175",380236,380236,380236,"e19c61df-0873-4e22-a25a-bbdfeacd1147","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Numenius","杓鷸屬","Numenius madagascariensis","黦鷸","","",""
"176",380237,380237,380237,"29fc16ff-90ba-4308-b815-05d77a4b1c5f","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Numenius","杓鷸屬","Numenius minutus","小杓鷸","","",""
"177",380238,380238,380238,"b7af91bd-4612-4cc0-acd0-d4e4dc9a31eb","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Numenius","杓鷸屬","Numenius phaeopus variegatus","中杓鷸","","",""
"178",380240,380240,380240,"10786e39-f7dd-40e6-a273-500500c99cf5","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Phalaropus","瓣足鷸屬","Phalaropus lobatus","紅領瓣足鷸","","",""
"179",380242,380242,380242,"797fc249-7c4a-4c19-9e2c-97b38f85b6c8","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Scolopax","丘鷸屬","Scolopax rusticola","山鷸","","",""
"180",380245,380245,380245,"6f9870fb-8a2c-46a1-8347-3b0db1c2c9f8","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Tringa","鷸屬","Tringa erythropus","鶴鷸","","",""
"181",380246,380246,380246,"2e6cdc01-3ece-48b3-8176-021d0ceb3a44","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Tringa","鷸屬","Tringa flavipes","小黃腳鷸","","",""
"182",380247,380247,380247,"6fc6ec1e-ef73-41d7-b886-6da8b370c13f","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Tringa","鷸屬","Tringa glareola","鷹斑鷸","","",""
"183",380248,380248,380248,"16f7a184-04b2-4511-923a-1a871fabf458","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Tringa","鷸屬","Tringa guttifer","諾氏鷸","","","Y"
"184",380251,380251,380251,"2c950571-c305-416d-be8b-c7bf483775ac","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Tringa","鷸屬","Tringa nebularia","青足鷸","","",""
"185",380252,380252,380252,"e4f45f3e-91a9-4be5-831a-e648e5d8d224","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Tringa","鷸屬","Tringa ochropus","白腰草鷸","","",""
"186",380253,380253,380253,"5d90ddc4-50e9-40be-9d33-89a51417df98","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Tringa","鷸屬","Tringa stagnatilis","小青足鷸","","",""
"187",380254,380254,380254,"5c70916f-eae3-4a5b-b704-d15eac6814bb","infraspecies","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Tringa","鷸屬","Tringa totanus ussuriensis","赤足鷸(西伯利亞亞種)","","",""
"188",380256,380256,380256,"10387566-effa-4465-956f-eaefe50d3548","infraspecies","Aves","鳥綱","Suliformes","鰹鳥目","Sulidae","鰹鳥科","Sula","鰹鳥屬","Sula leucogaster plotus","白腹鰹鳥","","",""
"189",380257,380257,380257,"0c97ee83-eb22-4e9f-bba9-6e23a7891727","species","Aves","鳥綱","Pelecaniformes","鵜形目","Threskiornithidae","?科","Nipponia","朱?屬","Nipponia nippon","朱鷺","","","Y"
"190",380258,380258,380258,"cd7447cd-1443-4c1e-ada5-cca6049d2acf","infraspecies","Aves","鳥綱","Pelecaniformes","鵜形目","Threskiornithidae","?科","Platalea","琵鷺屬","Platalea leucorodia leucorodia","白琵鷺","","","Y"
"191",380259,380259,380259,"11f17de2-5ee5-4c69-8672-06a46d4283f3","species","Aves","鳥綱","Pelecaniformes","鵜形目","Threskiornithidae","?科","Platalea","琵鷺屬","Platalea minor","黑面琵鷺","","","Y"
"192",380260,380260,380260,"c7a9504f-cf0c-4dca-855f-c0fb46504bdd","species","Aves","鳥綱","Pelecaniformes","鵜形目","Threskiornithidae","?科","Threskiornis","白?屬","Threskiornis melanocephalus","黑頭白?","","","Y"
"193",380261,380261,380261,"10fcd8e8-84c0-496e-81b3-462fc4a0b23c","infraspecies","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Chalcophaps","翠翼鳩屬","Chalcophaps indica indica","翠翼鳩","","",""
"194",380262,380262,380262,"0eaf6bee-f33e-4869-99a9-654edcb25956","infraspecies","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Columba","鴿屬","Columba janthina janthina","黑林鴿","","",""
"195",380263,380263,380263,"a8e2f31e-ee7b-46d0-9d9d-480ee39d4272","species","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Columba","鴿屬","Columba pulchricollis","灰林鴿","","",""
"196",380266,380266,380266,"480cdaf0-aa28-44f4-b906-780e9aa7a52d","infraspecies","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Streptopelia","斑鳩屬","Streptopelia chinensis chinensis","珠頸斑鳩","","",""
"197",380267,380267,380267,"85d262ad-9949-488f-a94a-b2ac006c56d6","infraspecies","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Streptopelia","斑鳩屬","Streptopelia orientalis orii","金背鳩(台灣亞種)","Y","",""
"198",380268,380268,380268,"06fe9af4-3836-4403-9149-973364216db0","infraspecies","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Streptopelia","斑鳩屬","Streptopelia tranquebarica humili","紅鳩","","",""
"199",380270,380270,380270,"c9b146ef-9d2a-4a39-979e-43559a0d7c29","infraspecies","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Treron","綠鳩屬","Treron formosae formosae","紅頭綠鳩(台灣亞種)","Y","","Y"
"200",380272,380272,380272,"cb5d0e0f-dc8f-4719-b5c8-942ce9fa5b13","infraspecies","Aves","鳥綱","Coraciiformes","佛法僧目","Alcedinidae","翠鳥科","Alcedo","翠鳥屬","Alcedo atthis bengalensis","翠鳥","","",""
"201",380274,380274,380274,"4cfba5a4-239e-4ee2-b571-6cfe34693916","infraspecies","Aves","鳥綱","Coraciiformes","佛法僧目","Alcedinidae","翠鳥科","Halcyon","翡翠屬","Halcyon coromanda major","赤翡翠(日本亞種)","","",""
"202",380275,380275,380275,"8a30e23d-3d8c-4a7c-9c27-ddef4b1b7014","species","Aves","鳥綱","Coraciiformes","佛法僧目","Alcedinidae","翠鳥科","Halcyon","翡翠屬","Halcyon pileata","黑頭翡翠","","",""
"203",380276,380276,380276,"5b5fd359-17bb-4ede-859d-e41ec36531ae","infraspecies","Aves","鳥綱","Coraciiformes","佛法僧目","Alcedinidae","翠鳥科","Halcyon","翡翠屬","Halcyon smyrnensis fokiensis","蒼翡翠","","",""
"204",380278,380278,380278,"e1c7e044-12d7-4fd3-a059-73084d9f4465","infraspecies","Aves","鳥綱","Cuculiformes","鵑形目","Cuculidae","杜鵑科","Centropus","鴉鵑屬","Centropus bengalensis lignator","番鵑","","",""
"205",380279,380279,380279,"7ec7f1ac-d156-484d-9815-f4698aa5f627","species","Aves","鳥綱","Cuculiformes","鵑形目","Cuculidae","杜鵑科","Clamator","鳳鵑屬","Clamator coromandus","冠郭公","","",""
"206",380280,380280,380280,"2911c3a1-269e-4316-8650-28c5dba9edc4","infraspecies","Aves","鳥綱","Cuculiformes","鵑形目","Cuculidae","杜鵑科","Cuculus","杜鵑屬","Cuculus canorus canorus","大杜鵑","","",""
"207",380281,380281,380281,"bfe39a42-fe28-4854-bda4-1ce54ecbd4cc","species","Aves","鳥綱","Cuculiformes","鵑形目","Cuculidae","杜鵑科","Cuculus","杜鵑屬","Cuculus poliocephalus","小杜鵑","","",""
"208",380285,380285,380285,"e17f3444-d8de-4a62-b4af-9888b58c4f93","species","Aves","鳥綱","Galliformes","雞形目","Phasianidae","雉科","Arborophila","山鷓鴣屬","Arborophila crudigularis","臺灣山鷓鴣","Y","","Y"
